Subject,Business Scenario,Environment,Test Phase,Test Type,Test Case Description,Test Objective,Pre - Condition,Test Data,Description (design steps),Expected Result,Actual Result,Priority
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Unique,GIC,Number","CIF,No","CIF,No","Input,required,Information,CIF,CCY,Role","System,should,generate,unique,account,number,for,GIC",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Unique,GIC,Number","CIF,No","CIF,No",Validate,"System,should,generate,unique,account,number,for,GIC",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Unique,GIC,Number","CIF,No","CIF,No","System,generate,unique,account,number,for,GIC","System,should,generate,unique,account,number,for,GIC",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Unique,GIC,Number","CIF,No","CIF,No","Input,all,other,information","System,should,generate,unique,account,number,for,GIC",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Unique,GIC,Number","CIF,No","CIF,No","Validate,&,commit","System,should,generate,unique,account,number,for,GIC",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,already,generated,number,in,account,number,field","CIF,No,
Already,Generate,account,number","CIF,No","Create,GIC,arrangement","System,should,not,allow,to,use,already,used,number",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,already,generated,number,in,account,number,field","CIF,No,
Already,Generate,account,number","CIF,No","Input,required,Information,CIF,CCY,Role","System,should,not,allow,to,use,already,used,number",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,already,generated,number,in,account,number,field","CIF,No,
Already,Generate,account,number","CIF,No",Validate,"System,should,not,allow,to,use,already,used,number",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,already,generated,number,in,account,number,field","CIF,No,
Already,Generate,account,number","CIF,No","Change,System,generate,unique,account,number,by,already,generated,number","System,should,not,allow,to,use,already,used,number",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,already,generated,number,in,account,number,field","CIF,No,
Already,Generate,account,number","CIF,No","Input,all,other,information","System,should,not,allow,to,use,already,used,number",0,0
"Functional,Testing\OOB\0166","Allow,the,generation,of,unique,GIC,certificate,numbers,and,store,the,certificate,number,with,the,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,already,generated,number,in,account,number,field","CIF,No,
Already,Generate,account,number","CIF,No",Validate,"System,should,not,allow,to,use,already,used,number",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No","Create,GIC,arrangement","System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No","Input,required,Information,CIF,CCY,Role","System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No","Input,effective,date,BACKDATE","System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No",Validate,"System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No","Input,all,other,information","System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No","Validate,Commit,&,Auth","System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0169","Backdate,purchase,of,GIC/Term,Deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,backdate,purchase,of,GIC","CIF,No","CIF,No","Validate,Commit,&,Auth","System,allow,to,create,backdate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","Create,GIC,arrangement","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","Input,required,Information,CIF,CCY,Role","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","input,effective,date,FUTUREDATE","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No",Validate,"System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","Input,all,other,information","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","Validate,Commit,&,Auth","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","Validate,Commit,&,Auth","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0170","Future,date,purchase,of,GIC/Term,deposit",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,Future,date,purchase,of,GIC","CIF,No","CIF,No","Validate,Commit,&,Auth","System,allow,to,create,FutureDate,GIC",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,for,early,redemption","Charge/fee,already,define,in,product
Account,no","CIF,No","Open,existing,arrangement","System,should,charge,on,early,redemption,if,define,in,product
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,for,early,redemption","Charge/fee,already,define,in,product
Account,no","CIF,No","Click,additional,in,arrangement,condition","System,should,charge,on,early,redemption,if,define,in,product
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,for,partial,redemption","Charge/fee,already,define,in,product
Account,no","CIF,No","Open,existing,arrangement","System,should,charge,on,partial,redemption,if,define,in,product
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,for,partial,redemption","Charge/fee,already,define,in,product
Account,no","CIF,No","Click,additional,in,arrangement,condition","System,should,charge,on,partial,redemption,if,define,in,product
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,for,partial,redemption","Charge/fee,already,define,in,product
Account,no","CIF,No","List,of,fees,display","System,should,charge,on,partial,redemption,if,define,in,product
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,different,fees","Charge/fee,already,define,in,product
Account,no","CIF,No","Open,existing,arrangement","System,should,charge,on,all,define,fees,as,per,conditions
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,different,fees","Charge/fee,already,define,in,product
Account,no","CIF,No","Click,additional,in,arrangement,condition","System,should,charge,on,all,define,fees,as,per,conditions
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0177","Charge,fees,on,transactional,events,such,as,early,redemptions,partial,redemptions",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,fees,different,fees","Charge/fee,already,define,in,product
Account,no","CIF,No","List,of,fees,display","System,should,charge,on,all,define,fees,as,per,conditions
System,should,display,list,of,Fees,in,arrangement,conditions",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","Navigate,to,arrangement","System,should,allow,to,hold,amount",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","update,Block,funds","System,should,allow,to,hold,amount",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","Validate,and,Commit","System,should,allow,to,hold,amount",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,remove,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","Navigate,to,arrangement","System,should,allow,to,remove,hold,amount",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,remove,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","update,Block,funds","System,should,allow,to,remove,hold,amount",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,remove,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","Validate,and,Commit","System,should,allow,to,remove,hold,amount",0,0
"Functional,Testing\OOB\0184","Place,holds,/,release",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,remove,Hold,funds,for,deceased,and,garnishment,clients","Account,Number
Amount
dates","Account,no,","Validate,and,Commit","System,should,allow,to,remove,hold,amount",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Commercial,Loan","CIF,No
Limit,No,","CIF,No
Limit,No","Select,lending,product,from,product,catalogue","System,should,display,product,listing",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Commercial,Loan","CIF,No
Limit,No,","CIF,No
Limit,No","Input,all,required,information,for,selected,loan","System,should,display,product,listing",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Commercial,Loan","CIF,No
Limit,No,","CIF,No
Limit,No",Validate,"System,should,display,product,listing",0,0
